,Unnamed: 0,index,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds,beds,Predictions
882,146,12069,Sonoma,2020-12-04,41.0,3.0,44.0,595.0,7.0,1.0,6.0,2329.0,2396.738655143373
883,147,12132,Sonoma,2020-12-05,41.0,8.0,49.0,563.0,8.0,1.0,8.0,682.0,607.5431420658372
884,148,12176,Sonoma,2020-12-06,48.0,9.0,57.0,531.0,11.0,4.0,12.0,677.0,657.5567226989505
885,149,12255,Sonoma,2020-12-07,47.0,3.0,50.0,564.0,13.0,1.0,11.0,387.0,341.11640339810765
886,150,12264,Sonoma,2020-12-08,51.0,9.0,60.0,580.0,9.0,2.0,10.0,707.0,815.0836165144834
887,151,12363,Sonoma,2020-12-09,60.0,5.0,65.0,605.0,10.0,1.0,10.0,699.0,641.8367128523282
888,152,12372,Sonoma,2020-12-10,68.0,9.0,77.0,599.0,9.0,2.0,9.0,2137.0,2123.8913843796217
889,153,12479,Sonoma,2020-12-11,70.0,5.0,75.0,576.0,10.0,2.0,17.0,553.0,519.8848228817601
890,154,12484,Sonoma,2020-12-12,65.0,6.0,71.0,584.0,10.0,1.0,20.0,1868.0,1746.582321116925
891,155,12555,Sonoma,2020-12-13,70.0,10.0,80.0,572.0,11.0,3.0,21.0,563.0,554.2432288365216
892,156,12637,Sonoma,2020-12-14,76.0,4.0,80.0,545.0,13.0,1.0,20.0,2110.0,2095.1100548676877
893,157,12679,Sonoma,2020-12-15,66.0,3.0,69.0,549.0,11.0,1.0,23.0,862.0,948.8738212969304
894,158,12804,Sonoma,2020-12-17,70.0,3.0,73.0,598.0,14.0,1.0,20.0,2158.0,2199.6835652876753
895,159,13376,Sonoma,2020-12-27,74.0,3.0,77.0,570.0,20.0,1.0,23.0,2465.0,2412.462854240225
896,160,13460,Sonoma,2020-12-29,81.0,3.0,84.0,607.0,23.0,1.0,20.0,2126.0,2167.348486497067
897,161,13917,Sonoma,2021-01-06,105.0,3.0,108.0,671.0,19.0,2.0,24.0,871.0,883.8347670927267
898,162,13944,Sonoma,2021-01-07,110.0,4.0,114.0,651.0,21.0,2.0,18.0,707.0,819.6981978554778
899,163,14073,Sonoma,2021-01-09,98.0,7.0,105.0,646.0,12.0,1.0,10.0,2476.0,2391.013361647814
900,164,14127,Sonoma,2021-01-10,97.0,11.0,108.0,644.0,13.0,2.0,10.0,2509.0,2428.8331598794093
901,165,14188,Sonoma,2021-01-11,97.0,9.0,106.0,638.0,17.0,3.0,5.0,387.0,372.160528543847
902,166,14268,Sonoma,2021-01-12,102.0,8.0,110.0,666.0,17.0,3.0,9.0,2510.0,2471.8883165699744
903,167,14503,Sonoma,2021-01-17,101.0,6.0,107.0,662.0,17.0,1.0,15.0,1451.0,1397.119135654677
904,168,14629,Sonoma,2021-01-19,99.0,4.0,103.0,648.0,19.0,1.0,18.0,601.0,565.8607132741511
905,169,14772,Sonoma,2021-01-21,95.0,5.0,100.0,645.0,21.0,1.0,18.0,2507.0,2352.730929145791
906,170,14959,Sonoma,2021-01-25,96.0,4.0,100.0,654.0,26.0,1.0,15.0,2379.0,2387.8072943108714
907,171,16054,Sonoma,2021-02-13,47.0,1.0,48.0,633.0,17.0,1.0,24.0,2619.0,2498.4096127264097
908,172,16938,Sonoma,2021-03-01,30.0,2.0,32.0,642.0,13.0,1.0,14.0,2150.0,2186.285939336404
909,173,16999,Sonoma,2021-03-02,22.0,2.0,24.0,664.0,10.0,1.0,13.0,2416.0,2395.6867937325806
910,174,17022,Sonoma,2021-03-03,18.0,5.0,23.0,660.0,8.0,1.0,15.0,564.0,561.660388250252
911,175,17295,Sonoma,2021-03-07,20.0,1.0,21.0,637.0,8.0,1.0,16.0,789.0,873.5956881076338
912,176,19556,Sonoma,2021-04-17,16.0,2.0,18.0,664.0,4.0,1.0,19.0,696.0,772.981299068824
913,177,20594,Sonoma,2021-05-05,7.0,4.0,11.0,683.0,4.0,1.0,21.0,2503.0,2539.318454853787
914,178,20825,Sonoma,2021-05-09,11.0,4.0,15.0,619.0,1.0,1.0,33.0,583.0,603.846781394726
915,179,20875,Sonoma,2021-05-10,8.0,2.0,10.0,601.0,1.0,1.0,31.0,2467.0,2420.4208618481807
916,180,21260,Sonoma,2021-05-17,6.0,2.0,8.0,659.0,2.0,1.0,21.0,578.0,509.42898906620644
917,181,21686,Sonoma,2021-05-25,7.0,5.0,12.0,666.0,2.0,1.0,24.0,2487.0,2472.653777595574
918,182,22477,Sonoma,2021-06-08,9.0,3.0,12.0,625.0,1.0,1.0,22.0,682.0,763.5710066260394
919,183,23194,Sonoma,2021-06-21,16.0,1.0,17.0,678.0,3.0,1.0,24.0,607.0,617.1745179946457
920,184,23303,Sonoma,2021-06-23,13.0,3.0,16.0,688.0,4.0,1.0,20.0,686.0,649.1635130616608
921,185,24631,Sonoma,2021-07-16,37.0,2.0,39.0,669.0,8.0,1.0,14.0,2458.0,2333.2832236598374
922,186,26569,Sonoma,2021-08-20,78.0,4.0,82.0,638.0,15.0,1.0,17.0,1579.0,1886.7617620703527
923,187,26605,Sonoma,2021-08-21,77.0,4.0,81.0,632.0,14.0,1.0,17.0,570.0,477.099096497122
924,188,26854,Sonoma,2021-08-25,69.0,1.0,70.0,668.0,18.0,1.0,15.0,614.0,638.2709291144832
925,189,28822,Sonoma,2021-09-29,34.0,1.0,35.0,656.0,17.0,1.0,12.0,2499.0,2443.600624635907
926,190,29691,Sonoma,2021-10-15,21.0,4.0,25.0,624.0,11.0,1.0,8.0,1448.0,1404.3293847970097
927,0,2,Alameda,2020-04-21,85.0,59.0,144.0,591.0,41.0,9.0,66.0,701.0,747.8901911959315
928,1,64,Alameda,2020-04-22,84.0,61.0,145.0,1141.0,38.0,17.0,46.0,707.0,654.449129219229
929,2,114,Alameda,2020-04-23,81.0,90.0,171.0,1129.0,37.0,24.0,95.0,664.0,647.0348887903393
930,3,170,Alameda,2020-04-24,79.0,63.0,142.0,1127.0,39.0,10.0,110.0,656.0,636.9193911696923
931,4,193,Alameda,2020-04-25,83.0,53.0,136.0,1748.0,39.0,6.0,197.0,871.0,859.0175045777216
932,5,254,Alameda,2020-04-26,84.0,43.0,127.0,1748.0,42.0,5.0,191.0,2362.0,2311.911153932043
933,6,289,Alameda,2020-04-27,81.0,47.0,128.0,1748.0,39.0,8.0,183.0,1896.0,1796.2101699881257
934,7,330,Alameda,2020-04-28,76.0,64.0,140.0,1748.0,37.0,13.0,148.0,729.0,745.0741693816819
935,8,380,Alameda,2020-04-29,76.0,63.0,139.0,1746.0,33.0,13.0,168.0,581.0,532.8592718614245
936,9,461,Alameda,2020-04-30,74.0,52.0,126.0,1746.0,34.0,12.0,165.0,1851.0,1736.313357478685
937,10,489,Alameda,2020-05-01,75.0,60.0,135.0,1746.0,32.0,13.0,165.0,2465.0,2570.421326787394
938,11,533,Alameda,2020-05-02,73.0,59.0,132.0,1746.0,31.0,7.0,163.0,566.0,603.7916571048488
939,12,569,Alameda,2020-05-03,73.0,62.0,135.0,1746.0,33.0,15.0,164.0,589.0,657.7454959845973
940,13,617,Alameda,2020-05-04,73.0,62.0,135.0,1769.0,31.0,15.0,163.0,2172.0,2204.011044252623
941,14,689,Alameda,2020-05-05,76.0,71.0,147.0,2446.0,28.0,14.0,143.0,708.0,620.6267430971959
942,15,729,Alameda,2020-05-06,78.0,58.0,136.0,2407.0,34.0,9.0,171.0,1579.0,1961.7584378274041
943,16,781,Alameda,2020-05-07,75.0,61.0,136.0,2446.0,34.0,9.0,131.0,584.0,573.6623846820082
944,17,835,Alameda,2020-05-08,80.0,56.0,136.0,2446.0,38.0,8.0,126.0,213.0,238.46944580812556
945,18,860,Alameda,2020-05-09,81.0,58.0,139.0,2446.0,40.0,11.0,122.0,862.0,925.6313091673791
946,19,932,Alameda,2020-05-10,77.0,46.0,123.0,2446.0,40.0,4.0,125.0,1852.0,1779.9603038737375
947,20,959,Alameda,2020-05-11,78.0,53.0,131.0,2446.0,36.0,13.0,125.0,595.0,634.1466999496686
948,21,997,Alameda,2020-05-12,79.0,51.0,130.0,2446.0,34.0,12.0,116.0,707.0,839.2824009910532
949,22,1076,Alameda,2020-05-13,81.0,59.0,140.0,2446.0,37.0,12.0,117.0,1861.0,1860.5629088739863
950,23,1106,Alameda,2020-05-14,82.0,56.0,138.0,2446.0,37.0,13.0,118.0,1485.0,1845.4594935977607
951,24,1165,Alameda,2020-05-15,76.0,72.0,148.0,2446.0,38.0,19.0,117.0,1806.0,1819.42205647492
952,25,1219,Alameda,2020-05-16,81.0,64.0,145.0,2446.0,40.0,10.0,114.0,1509.0,1403.8242415330133
953,26,1277,Alameda,2020-05-17,74.0,72.0,146.0,2446.0,38.0,15.0,125.0,2486.0,2481.532563282066
954,27,1291,Alameda,2020-05-18,87.0,51.0,138.0,2968.0,42.0,10.0,120.0,1467.0,1362.8877256052876
955,28,1344,Alameda,2020-05-19,83.0,108.0,191.0,2968.0,40.0,16.0,122.0,608.0,625.2183117970837
956,29,1420,Alameda,2020-05-20,81.0,134.0,215.0,2968.0,39.0,24.0,112.0,686.0,688.1647650564923
957,30,1457,Alameda,2020-05-21,77.0,162.0,239.0,2968.0,39.0,23.0,114.0,560.0,535.5276658000303
958,31,1512,Alameda,2020-05-22,79.0,81.0,160.0,2968.0,38.0,17.0,119.0,670.0,731.151664798218
959,32,1536,Alameda,2020-05-23,80.0,78.0,158.0,2968.0,41.0,19.0,110.0,1412.0,1803.2001682608566
960,33,1616,Alameda,2020-05-24,88.0,61.0,149.0,2968.0,44.0,11.0,119.0,713.0,667.9612618541779
961,34,1645,Alameda,2020-05-25,91.0,65.0,156.0,2968.0,40.0,20.0,115.0,2484.0,2418.756708082702
962,35,1701,Alameda,2020-05-26,93.0,76.0,169.0,2968.0,37.0,20.0,124.0,691.0,729.1007125180304
963,36,1739,Alameda,2020-05-27,95.0,69.0,164.0,2968.0,37.0,10.0,128.0,2647.0,2794.4643031542973
964,37,1820,Alameda,2020-05-28,96.0,57.0,153.0,2968.0,44.0,13.0,106.0,585.0,511.5377393898225
965,38,1874,Alameda,2020-05-29,102.0,77.0,179.0,2968.0,42.0,12.0,118.0,2527.0,2528.8109924000482
966,39,1917,Alameda,2020-05-30,105.0,41.0,146.0,2968.0,38.0,12.0,126.0,505.0,468.51746919527295
967,40,1965,Alameda,2020-05-31,99.0,33.0,132.0,2968.0,37.0,8.0,131.0,708.0,718.2093456322775
968,41,1976,Alameda,2020-06-01,97.0,51.0,148.0,2968.0,37.0,9.0,134.0,2459.0,2367.4159316105583
969,42,2033,Alameda,2020-06-02,92.0,68.0,160.0,2968.0,33.0,5.0,131.0,1951.0,1797.6561033302712
970,43,2091,Alameda,2020-06-03,89.0,80.0,169.0,2968.0,32.0,6.0,144.0,703.0,662.2253890388938
971,44,2170,Alameda,2020-06-04,82.0,92.0,174.0,2968.0,32.0,9.0,157.0,561.0,559.026620691187
972,45,2203,Alameda,2020-06-05,82.0,68.0,150.0,2968.0,30.0,10.0,154.0,746.0,879.2469562339635
973,46,2222,Alameda,2020-06-06,83.0,72.0,155.0,2968.0,30.0,11.0,156.0,583.0,641.1781456306616
974,47,2280,Alameda,2020-06-07,92.0,74.0,166.0,2968.0,29.0,11.0,152.0,2490.0,2485.710536976155
975,48,2331,Alameda,2020-06-08,92.0,60.0,152.0,2968.0,31.0,12.0,144.0,2647.0,2684.647536163341
976,49,2392,Alameda,2020-06-09,94.0,52.0,146.0,2968.0,32.0,9.0,137.0,1628.0,1642.9226293399745
977,50,2463,Alameda,2020-06-10,88.0,46.0,134.0,2968.0,32.0,11.0,147.0,1031.0,1108.082673956957
978,51,2471,Alameda,2020-06-11,86.0,38.0,124.0,2968.0,32.0,7.0,145.0,675.0,668.3124497218045
979,52,2553,Alameda,2020-06-12,84.0,42.0,126.0,2968.0,35.0,6.0,120.0,2493.0,2453.9238611552123
980,53,2573,Alameda,2020-06-13,87.0,27.0,114.0,2968.0,33.0,3.0,150.0,2118.0,2079.8453942090932
981,54,2654,Alameda,2020-06-14,88.0,36.0,124.0,2968.0,33.0,9.0,149.0,515.0,469.2095846055354
982,55,2671,Alameda,2020-06-15,98.0,31.0,129.0,2968.0,37.0,9.0,148.0,2968.0,3031.9206203282483
983,56,2732,Alameda,2020-06-16,95.0,38.0,133.0,2968.0,36.0,12.0,142.0,695.0,715.1694180646316
984,57,2797,Alameda,2020-06-17,90.0,47.0,137.0,2968.0,36.0,13.0,135.0,1868.0,1744.0380156043238
985,58,2809,Alameda,2020-06-18,77.0,53.0,130.0,2968.0,38.0,16.0,195.0,544.0,516.2179068873716
986,59,2872,Alameda,2020-06-19,80.0,57.0,137.0,2968.0,36.0,20.0,192.0,2151.0,2125.573155619877
987,60,2927,Alameda,2020-06-20,77.0,44.0,121.0,2968.0,33.0,12.0,203.0,2523.0,2491.694304398426
988,61,2967,Alameda,2020-06-21,76.0,43.0,119.0,2968.0,30.0,12.0,203.0,2396.0,2316.6189768169374
989,62,3050,Alameda,2020-06-22,78.0,34.0,112.0,2968.0,30.0,8.0,196.0,707.0,818.4995512905878
990,63,3099,Alameda,2020-06-23,86.0,42.0,128.0,2968.0,33.0,11.0,196.0,2968.0,2958.1569096814305
991,64,3138,Alameda,2020-06-24,89.0,41.0,130.0,2968.0,31.0,9.0,147.0,2505.0,2452.08484419451
992,65,3183,Alameda,2020-06-25,91.0,49.0,140.0,2968.0,34.0,10.0,147.0,707.0,809.6438000917298
993,66,3242,Alameda,2020-06-26,92.0,41.0,133.0,2968.0,35.0,9.0,123.0,2466.0,2522.114493799725
994,67,3269,Alameda,2020-06-27,99.0,40.0,139.0,2968.0,36.0,11.0,115.0,1427.0,1401.4934281049304
995,68,3335,Alameda,2020-06-28,102.0,39.0,141.0,2968.0,35.0,10.0,124.0,602.0,607.6444859839451
996,69,3395,Alameda,2020-06-29,111.0,35.0,146.0,2968.0,38.0,6.0,138.0,1628.0,1735.0354290209875
997,70,3396,Alameda,2020-06-30,116.0,41.0,157.0,2968.0,43.0,6.0,143.0,2470.0,2379.427949068816
998,71,3469,Alameda,2020-07-01,123.0,47.0,170.0,2968.0,43.0,12.0,141.0,2165.0,2171.0425066036473
999,72,3506,Alameda,2020-07-02,141.0,52.0,193.0,2968.0,45.0,10.0,129.0,2509.0,2509.5604853940977
